body_type,price,vat,make1,model1,short_description1_displ,km1,age1,hp1,Type1,Body_Color1,Upholstery1,Nr_of_Doors1,Nr_of_Seats1,Gearing_Type1,Displacement1,Cylinders1,Weight1,Drive_chain1,Fuel1,Consump_comb1,Consump_city1,Consump_country1,CO2_Emission1,Comfort_point1,Entertainment_point1,Extras_point1,Safety_point1,Gears1
Sedans,18900,VAT deductible,Audi,A1,1.6,9466.0,1.5863013698630137,85.0,Used,Blue,,5.0,4.0,Automatic,1.6,4.0,1175.0,front,Diesel,3.5,3.5,3.5,9.0,3.0,3.0,3.0,8.0,5.0
Sedans,18900,VAT deductible,Audi,A1,1.6,18971.0,1.5863013698630137,85.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.6,4.0,1200.0,front,Diesel,3.7,3.7,3.7,97.0,3.0,3.0,,10.0,7.0
Compact,18900,VAT deductible,Audi,A1,1.0,31877.0,1.7534246575342465,70.0,Used,White,Cloth,5.0,5.0,Automatic,1.0,3.0,1165.0,front,Gasoline,4.5,4.5,4.5,103.0,11.0,2.0,2.0,12.0,7.0
Sedans,18900,VAT deductible,Audi,A1,1.6,9878.0,1.5013698630136987,85.0,Used,White,,5.0,4.0,Automatic,1.6,4.0,1175.0,front,Diesel,3.5,3.5,3.5,9.0,3.0,3.0,3.0,8.0,5.0
Compact,18900,VAT deductible,Audi,A1,1.0,17535.0,1.5863013698630137,70.0,Used,Black,Cloth,5.0,5.0,Automatic,1.0,3.0,,front,Gasoline,4.6,4.6,4.6,107.0,16.0,6.0,3.0,15.0,
Compact,18850,,Audi,A1,1.4,76264.0,3.1671232876712327,92.0,Used,Brown,Cloth,5.0,4.0,Automatic,1.4,4.0,1115.0,front,Gasoline,4.9,4.9,4.9,11.0,12.0,3.0,1.0,3.0,7.0
Compact,18850,VAT deductible,Audi,A1,1.0,6695.0,1.5863013698630137,70.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.0,3.0,,front,Gasoline,4.6,4.6,4.6,10.0,14.0,7.0,3.0,13.0,7.0
Sedans,18850,VAT deductible,Audi,A1,1.4,21275.0,3.5863013698630137,92.0,Used,Brown,Cloth,4.0,4.0,Automatic,1.4,4.0,,front,Gasoline,4.9,4.9,4.9,11.0,17.0,5.0,4.0,14.0,
Sedans,18850,VAT deductible,Audi,A1,1.4,12261.0,1.5013698630136987,66.0,Used,Blue,,5.0,5.0,Automatic,1.4,3.0,1665.0,,Diesel,3.9,3.9,3.9,101.0,6.0,1.0,1.0,10.0,7.0
Sedans,18840,VAT deductible,Audi,A1,1.0,3620.0,1.4191780821917808,70.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.0,3.0,1135.0,front,Gasoline,4.4,4.4,4.4,104.0,17.0,7.0,3.0,13.0,7.0
Sedans,18800,VAT deductible,Audi,A1,1.6,8330.0,1.6684931506849314,85.0,Used,Black,Cloth,5.0,4.0,Automatic,1.6,4.0,1250.0,front,Diesel,3.5,3.5,3.5,9.0,14.0,5.0,2.0,13.0,5.0
Compact,18750,VAT deductible,Audi,A1,1.0,20306.0,1.2493150684931507,70.0,Employee's car,White,Cloth,5.0,4.0,Automatic,1.0,,1165.0,front,Gasoline,4.4,4.4,4.4,10.0,15.0,7.0,2.0,12.0,7.0
Compact,18730,VAT deductible,Audi,A1,,1.0,,85.0,New,,Cloth,5.0,5.0,Automatic,1.0,3.0,1200.0,front,Gasoline,4.8,4.8,4.8,108.0,6.0,5.0,,9.0,7.0
Sedans,18700,VAT deductible,Audi,A1,1.6,27000.0,3.6684931506849314,85.0,Employee's car,Grey,Cloth,5.0,4.0,Automatic,1.6,4.0,1275.0,front,Diesel,3.7,3.7,3.7,97.0,11.0,7.0,1.0,12.0,7.0
Sedans,18690,,Audi,A1,1.4,31750.0,3.5863013698630137,92.0,Used,Black,Part leather,4.0,4.0,Automatic,1.4,4.0,1180.0,front,Gasoline,,,,,18.0,5.0,4.0,14.0,7.0
Sedans,18600,,Audi,A1,1.0,19800.0,2.5013698630136987,70.0,Used,Red,,5.0,4.0,Automatic,1.0,3.0,1165.0,,Gasoline,4.4,4.4,4.4,10.0,14.0,5.0,3.0,16.0,7.0
Sedans,18500,Price negotiable,Audi,A1,1.6,52000.0,3.9178082191780823,85.0,Used,White,,5.0,4.0,Automatic,1.6,4.0,1275.0,,Diesel,4.0,4.0,4.0,105.0,4.0,1.0,2.0,13.0,7.0
Sedans,18500,VAT deductible,Audi,A1,1.0,15500.0,1.83013698630137,70.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,16.0,8.0,5.0,14.0,
Compact,18620,,Audi,A1,1.4,25977.0,3.5013698630136987,92.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.0,5.0,5.0,113.0,17.0,6.0,2.0,15.0,7.0
Sedans,18500,,Audi,A1,,9000.0,2.334246575342466,70.0,Used,Black,Cloth,4.0,,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,17.0,6.0,2.0,13.0,
Sedans,18500,,Audi,A1,1.4,65000.0,2.0821917808219177,66.0,Used,Blue,,5.0,4.0,Automatic,1.4,3.0,1250.0,,Diesel,3.8,3.8,3.8,99.0,3.0,2.0,1.0,7.0,7.0
Sedans,18500,VAT deductible,Audi,A1,1.6,14493.0,1.5863013698630137,85.0,Used,White,,5.0,5.0,Automatic,1.6,4.0,1275.0,front,Diesel,4.0,4.0,4.0,105.0,3.0,6.0,,13.0,7.0
Sedans,18500,,Audi,A1,1.4,33500.0,2.1671232876712327,92.0,Used,Red,Cloth,5.0,5.0,Automatic,1.4,4.0,1215.0,,Gasoline,4.9,4.9,4.9,11.0,15.0,7.0,3.0,14.0,7.0
Compact,18333,VAT deductible,Audi,A1,1.0,4800.0,1.3342465753424657,70.0,Employee's car,Black,Cloth,4.0,4.0,Automatic,1.0,,1165.0,front,Gasoline,4.4,4.4,4.4,10.0,11.0,7.0,3.0,13.0,
Compact,18350,VAT deductible,Audi,A1,1.0,51000.0,3.249315068493151,70.0,Used,Grey,Cloth,3.0,4.0,Automatic,1.0,3.0,1040.0,front,Gasoline,4.4,4.4,4.4,103.0,6.0,2.0,1.0,6.0,7.0
Sedans,18349,,Audi,A1,1.0,7307.0,2.5013698630136987,70.0,Used,Black,Cloth,5.0,4.0,Automatic,1.0,3.0,1165.0,front,Gasoline,4.4,4.4,4.4,104.0,17.0,4.0,2.0,11.0,
Compact,18333,VAT deductible,Audi,A1,1.0,4800.0,1.3342465753424657,70.0,Employee's car,Black,Cloth,4.0,4.0,Automatic,1.0,,1165.0,front,Gasoline,4.4,4.4,4.4,10.0,11.0,7.0,3.0,13.0,
Compact,18333,VAT deductible,Audi,A1,1.0,5500.0,1.3342465753424657,70.0,Employee's car,Black,Cloth,4.0,4.0,Automatic,1.0,,1165.0,front,Gasoline,4.4,4.4,4.4,10.0,11.0,7.0,3.0,13.0,
Sedans,18300,VAT deductible,Audi,A1,1.4,35500.0,1.5863013698630137,66.0,Used,Silver,Cloth,5.0,4.0,Automatic,1.4,3.0,1220.0,front,Diesel,4.0,4.0,4.0,104.0,13.0,7.0,3.0,11.0,7.0
Sedans,18300,,Audi,A1,,18000.0,2.83013698630137,92.0,Used,Blue,Cloth,4.0,,Automatic,1.4,4.0,,front,Gasoline,4.9,4.9,4.9,11.0,14.0,5.0,2.0,12.0,
Sedans,18290,VAT deductible,Audi,A1,1.4,40000.0,2.0821917808219177,92.0,Used,Blue,,5.0,4.0,Automatic,1.4,4.0,1660.0,,Gasoline,,,,,9.0,3.0,2.0,8.0,7.0
Sedans,18250,VAT deductible,Audi,A1,1.6,14551.0,1.5863013698630137,85.0,Employee's car,Silver,Cloth,5.0,4.0,Automatic,1.6,4.0,,front,Diesel,4.0,4.0,4.0,105.0,6.0,4.0,1.0,10.0,7.0
Sedans,18200,VAT deductible,Audi,A1,1.6,16500.0,1.915068493150685,85.0,Used,Black,Cloth,5.0,5.0,Automatic,,4.0,,front,Diesel,,,,,22.0,8.0,6.0,24.0,6.0
Compact,18185,VAT deductible,Audi,A1,1.6,26700.0,3.7534246575342465,85.0,Used,Black,Cloth,3.0,5.0,Automatic,1.6,,,front,Diesel,3.8,3.8,3.8,99.0,17.0,5.0,4.0,14.0,
Sedans,18150,Price negotiable,Audi,A1,1.0,8000.0,2.6684931506849314,70.0,Used,Beige,,5.0,4.0,Automatic,1.0,3.0,1165.0,,Gasoline,4.4,4.4,4.4,10.0,16.0,6.0,2.0,14.0,7.0
Compact,18000,,Audi,A1,1.6,15000.0,1.5863013698630137,85.0,Used,Grey,Cloth,3.0,4.0,Automatic,1.6,4.0,1225.0,front,Diesel,3.8,3.8,3.8,99.0,11.0,7.0,3.0,16.0,6.0
Compact,17998,,Audi,A1,1.4,14436.0,2.83013698630137,92.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.2,5.2,5.2,123.0,14.0,4.0,2.0,15.0,
Compact,17998,VAT deductible,Audi,A1,1.4,72624.0,3.7534246575342465,92.0,Used,Grey,Part leather,5.0,5.0,Automatic,1.4,,,front,Gasoline,5.2,5.2,5.2,123.0,18.0,5.0,3.0,15.0,
Sedans,17990,VAT deductible,Audi,A1,1.4,13960.0,3.334246575342466,66.0,Used,White,Cloth,4.0,5.0,Automatic,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,103.0,16.0,6.0,3.0,12.0,7.0
Sedans,17990,VAT deductible,Audi,A1,1.4,40301.0,3.6684931506849314,92.0,Used,Red,Cloth,5.0,4.0,Automatic,1.4,4.0,,front,Gasoline,5.2,5.2,5.2,123.0,15.0,3.0,3.0,13.0,
Sedans,17990,,Audi,A1,1.0,19990.0,2.5013698630136987,71.0,Used,,,5.0,4.0,Automatic,1.0,,,,Gasoline,,,,,9.0,3.0,2.0,11.0,
Compact,17990,VAT deductible,Audi,A1,1.0,3087.0,1.2493150684931507,70.0,Used,Blue,Cloth,4.0,5.0,Automatic,1.0,,,,Gasoline,4.4,4.4,4.4,10.0,9.0,6.0,,12.0,
Compact,17989,VAT deductible,Audi,A1,1.4,37626.0,3.8328767123287673,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,,1195.0,front,Diesel,4.1,4.1,4.1,109.0,15.0,7.0,3.0,15.0,
Sedans,17980,VAT deductible,Audi,A1,1.0,22980.0,2.0821917808219177,70.0,Used,Black,Cloth,4.0,5.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,13.0,7.0,3.0,12.0,
Compact,17980,,Audi,A1,1.4,57926.0,3.7534246575342465,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,3.0,,front,Diesel,3.8,3.8,3.8,99.0,7.0,5.0,,10.0,
Compact,17970,,Audi,A1,1.4,3900.0,2.5013698630136987,92.0,Used,Blue,Cloth,5.0,4.0,Automatic,1.4,4.0,1215.0,front,Gasoline,4.9,4.9,4.9,11.0,14.0,6.0,2.0,16.0,7.0
Sedans,17980,VAT deductible,Audi,A1,1.4,7924.0,3.6684931506849314,92.0,Used,Blue,Cloth,4.0,4.0,Automatic,1.4,,,,Gasoline,4.9,4.9,4.9,11.0,19.0,7.0,3.0,14.0,7.0
Compact,17970,VAT deductible,Audi,A1,1.6,6257.0,2.0821917808219177,85.0,Used,Silver,Cloth,5.0,4.0,Automatic,1.6,,1250.0,,Diesel,4.0,4.0,4.0,106.0,15.0,6.0,2.0,11.0,
Sedans,17950,VAT deductible,Audi,A1,1.6,29800.0,3.5863013698630137,85.0,Used,Silver,Cloth,5.0,4.0,Automatic,1.6,4.0,1200.0,front,Diesel,3.7,3.7,3.7,97.0,7.0,6.0,1.0,12.0,7.0
Compact,17950,,Audi,A1,1.0,35816.0,3.7534246575342465,70.0,Used,Black,Cloth,5.0,4.0,Automatic,1.0,3.0,1065.0,front,Gasoline,4.4,4.4,4.4,10.0,10.0,2.0,1.0,12.0,7.0
Sedans,17950,VAT deductible,Audi,A1,1.4,12960.0,1.83013698630137,92.0,Used,Grey,Full leather,2.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.9,4.9,4.9,11.0,14.0,5.0,4.0,13.0,
Compact,17950,VAT deductible,Audi,A1,1.0,8600.0,1.3342465753424657,70.0,Employee's car,Black,Cloth,4.0,4.0,Automatic,1.0,,1165.0,front,Gasoline,4.4,4.4,4.4,10.0,11.0,7.0,3.0,13.0,
Sedans,17950,,Audi,A1,1.0,14300.0,2.419178082191781,70.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.0,3.0,1090.0,front,Diesel,,,,,15.0,5.0,3.0,13.0,7.0
Sedans,17944,VAT deductible,Audi,A1,1.0,9463.0,1.7534246575342465,70.0,Used,White,Cloth,5.0,5.0,Automatic,1.0,,1165.0,front,Gasoline,4.4,4.4,4.4,10.0,15.0,7.0,,14.0,
Compact,17940,VAT deductible,Audi,A1,1.4,20326.0,3.5863013698630137,92.0,Used,Red,Cloth,3.0,4.0,Automatic,1.4,,,,Gasoline,4.9,4.9,4.9,11.0,16.0,7.0,3.0,15.0,7.0
Compact,17950,,Audi,A1,,70000.0,3.5863013698630137,70.0,Used,Red,Part leather,4.0,4.0,Automatic,1.0,,,front,Gasoline,4.4,4.4,4.4,10.0,19.0,8.0,4.0,22.0,7.0
Sedans,17500,,Audi,A1,1.4,23664.0,1.915068493150685,66.0,Used,Silver,Cloth,,5.0,Automatic,1.4,,,front,Diesel,,,,,9.0,4.0,2.0,11.0,
Sedans,17500,,Audi,A1,1.4,51900.0,3.8328767123287673,66.0,Used,Black,Part leather,5.0,5.0,Automatic,1.4,3.0,1195.0,front,Diesel,3.8,3.8,3.8,99.0,18.0,8.0,4.0,16.0,7.0
Sedans,17500,,Audi,A1,1.0,15000.0,2.419178082191781,70.0,Used,Blue,,5.0,4.0,Automatic,1.0,3.0,1165.0,,Gasoline,4.4,4.4,4.4,10.0,,,1.0,,7.0
Sedans,17500,,Audi,A1,1.4,33000.0,3.0821917808219177,92.0,Used,Red,,5.0,4.0,Automatic,1.4,4.0,1215.0,,Gasoline,4.9,4.9,4.9,11.0,15.0,6.0,3.0,15.0,7.0
Sedans,17450,,Audi,A1,1.4,12000.0,3.6684931506849314,66.0,Used,Grey,,4.0,5.0,Automatic,1.4,,1217.0,front,Diesel,3.8,,,,10.0,1.0,1.0,10.0,
Sedans,17500,,Audi,A1,1.4,42000.0,2.6684931506849314,66.0,Used,Silver,Cloth,5.0,4.0,Automatic,1.4,3.0,1220.0,front,Diesel,3.8,3.8,3.8,99.0,10.0,5.0,2.0,12.0,7.0
Sedans,17930,VAT deductible,Audi,A1,1.6,25976.0,2.249315068493151,85.0,Used,Blue,Cloth,5.0,4.0,Automatic,1.6,,1275.0,,Diesel,4.0,4.0,4.0,106.0,17.0,5.0,2.0,13.0,
Sedans,17500,,Audi,A1,1.0,26299.0,2.83013698630137,70.0,Used,Black,,5.0,4.0,Automatic,1.0,3.0,1135.0,,Gasoline,4.2,4.2,4.2,10.0,4.0,4.0,,10.0,5.0
Sedans,17495,VAT deductible,Audi,A1,1.0,40000.0,2.419178082191781,70.0,Used,Red,Cloth,4.0,,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,17.0,4.0,2.0,13.0,
Sedans,17490,VAT deductible,Audi,A1,1.4,36530.0,2.7534246575342465,66.0,Used,Black,Cloth,5.0,4.0,Automatic,1.4,3.0,1220.0,front,Diesel,3.8,3.8,3.8,99.0,18.0,3.0,3.0,9.0,7.0
Sedans,17490,,Audi,A1,1.4,29159.0,2.915068493150685,67.0,Used,Grey,,5.0,4.0,Automatic,1.4,,,,Diesel,,,,,9.0,3.0,2.0,10.0,
Sedans,17490,,Audi,A1,1.8,55000.0,3.5863013698630137,141.0,Used,Black,Cloth,3.0,5.0,Automatic,1.8,4.0,1255.0,front,Gasoline,5.8,5.8,5.8,137.0,16.0,6.0,4.0,15.0,7.0
Sedans,17449,VAT deductible,Audi,A1,1.0,40133.0,3.8328767123287673,70.0,Used,Grey,Cloth,5.0,4.0,Automatic,1.0,3.0,1165.0,front,Gasoline,4.4,4.4,4.4,107.0,18.0,7.0,3.0,16.0,7.0
Compact,17445,,Audi,A1,1.4,38562.0,2.83013698630137,92.0,Used,White,Cloth,5.0,4.0,Automatic,1.4,4.0,1215.0,front,Gasoline,4.9,4.9,4.9,11.0,13.0,3.0,2.0,12.0,
Compact,17444,VAT deductible,Audi,A1,1.0,7300.0,1.3342465753424657,70.0,Employee's car,Black,Cloth,4.0,4.0,Automatic,1.0,,1165.0,front,Gasoline,4.4,4.4,4.4,10.0,11.0,7.0,3.0,13.0,
Station wagon,17440,,Audi,A1,1.4,10457.0,2.1671232876712327,92.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1215.0,front,Gasoline,4.9,4.9,4.9,11.0,16.0,6.0,2.0,12.0,
Compact,17420,VAT deductible,Audi,A1,1.0,27058.0,3.419178082191781,70.0,Used,Grey,Cloth,4.0,4.0,Automatic,1.0,,,,Gasoline,4.4,4.4,4.4,10.0,15.0,6.0,2.0,15.0,7.0
Compact,17450,,Audi,A1,1.0,38344.0,3.0821917808219177,70.0,Used,Black,Cloth,5.0,5.0,Automatic,1.0,,,front,Gasoline,4.4,4.4,4.4,104.0,14.0,7.0,3.0,14.0,
Sedans,17445,,Audi,A1,1.4,45276.0,3.9178082191780823,110.0,Used,Red,Part leather,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.7,4.7,4.7,109.0,16.0,6.0,5.0,16.0,7.0
Compact,17370,VAT deductible,Audi,A1,1.0,16607.0,1.6684931506849314,70.0,Used,White,Cloth,4.0,4.0,Automatic,1.0,,,,Gasoline,4.4,4.4,4.4,104.0,13.0,4.0,2.0,15.0,
Compact,17350,,Audi,A1,1.0,26462.0,3.5863013698630137,70.0,Used,Black,Cloth,5.0,5.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,15.0,8.0,3.0,13.0,
Compact,17900,,Audi,A1,1.4,62000.0,2.5013698630136987,66.0,Used,White,Cloth,3.0,4.0,Automatic,1.4,3.0,1195.0,front,Diesel,3.8,3.8,3.8,99.0,13.0,6.0,3.0,14.0,7.0
Compact,17930,VAT deductible,Audi,A1,1.6,40257.0,2.5013698630136987,85.0,Used,Black,Cloth,5.0,5.0,Automatic,1.6,4.0,1250.0,front,Diesel,3.8,3.8,3.8,99.0,17.0,5.0,5.0,16.0,7.0
Compact,17920,VAT deductible,Audi,A1,1.6,36709.0,3.5013698630136987,85.0,Used,Black,Cloth,4.0,4.0,Automatic,1.6,,,,Diesel,3.8,3.8,3.8,99.0,14.0,6.0,1.0,13.0,7.0
Sedans,17900,,Audi,A1,1.0,25330.0,2.7534246575342465,70.0,Used,Grey,,5.0,5.0,Automatic,1.0,3.0,1610.0,,Gasoline,4.5,4.5,4.5,103.0,4.0,2.0,1.0,10.0,7.0
Compact,17900,,Audi,A1,1.4,11300.0,3.0821917808219177,66.0,Used,Grey,,5.0,4.0,Automatic,,,,,Diesel,,,,,,,,,7.0
Compact,17900,VAT deductible,Audi,A1,1.0,10170.0,1.4191780821917808,70.0,Used,Grey,Cloth,5.0,4.0,Automatic,1.0,3.0,,front,Gasoline,4.6,4.6,4.6,10.0,13.0,7.0,4.0,13.0,7.0
Sedans,17900,VAT deductible,Audi,A1,1.6,12260.0,1.5863013698630137,85.0,Used,Silver,,5.0,4.0,Automatic,1.6,4.0,1275.0,front,Diesel,4.0,4.0,4.0,105.0,12.0,7.0,1.0,14.0,7.0
Compact,17900,VAT deductible,Audi,A1,1.0,44604.0,3.6684931506849314,70.0,Used,Red,Cloth,3.0,,Automatic,1.0,,,front,Gasoline,4.2,4.2,4.2,100.0,15.0,6.0,3.0,14.0,
Sedans,17900,,Audi,A1,1.0,25751.0,2.83013698630137,71.0,Used,,,5.0,4.0,Automatic,1.0,,,,Gasoline,,,,,6.0,1.0,1.0,10.0,
Sedans,17900,Price negotiable,Audi,A1,1.0,13000.0,2.419178082191781,70.0,Used,Blue,,5.0,4.0,Automatic,1.0,3.0,1165.0,,Gasoline,4.4,4.4,4.4,10.0,15.0,3.0,2.0,15.0,7.0
Sedans,17900,,Audi,A1,1.0,63136.0,3.419178082191781,70.0,Used,Grey,Cloth,5.0,4.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,12.0,6.0,3.0,13.0,7.0
Sedans,17900,VAT deductible,Audi,A1,1.6,21900.0,2.5013698630136987,85.0,Used,,Cloth,3.0,4.0,Automatic,1.6,4.0,1175.0,front,Diesel,,,,,2.0,3.0,1.0,8.0,7.0
Sedans,17900,,Audi,A1,1.0,23357.0,3.249315068493151,70.0,Used,Blue,Full leather,5.0,4.0,Automatic,1.0,3.0,1580.0,front,Gasoline,4.4,4.4,4.4,10.0,3.0,1.0,1.0,10.0,7.0
Compact,17900,,Audi,A1,1.4,40000.0,3.6684931506849314,110.0,Used,White,Part leather,4.0,4.0,Automatic,1.4,,,,Gasoline,5.0,5.0,5.0,116.0,16.0,6.0,4.0,15.0,
Sedans,17900,,Audi,A1,1.0,63136.0,3.419178082191781,70.0,Used,Grey,Cloth,5.0,4.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,12.0,6.0,3.0,13.0,7.0
Sedans,17890,,Audi,A1,1.4,27950.0,3.7534246575342465,92.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1180.0,front,Gasoline,4.9,4.9,4.9,11.0,15.0,4.0,2.0,15.0,7.0
Sedans,16900,,Audi,A1,1.0,3150.0,3.7534246575342465,70.0,Used,Blue,,5.0,4.0,Automatic,1.0,3.0,1165.0,,Gasoline,4.4,4.4,4.4,10.0,4.0,4.0,,10.0,7.0
Compact,17900,VAT deductible,Audi,A1,1.0,4810.0,1.5013698630136987,70.0,Used,White,Cloth,5.0,5.0,Automatic,1.0,3.0,,front,Gasoline,4.6,4.6,4.6,10.0,13.0,7.0,4.0,13.0,7.0
Sedans,16900,,Audi,A1,1.4,32700.0,2.0821917808219177,66.0,Used,Blue,Cloth,3.0,4.0,Automatic,1.4,,,front,Diesel,4.0,4.0,4.0,104.0,8.0,,1.0,10.0,
Compact,16900,VAT deductible,Audi,A1,1.4,67790.0,3.6684931506849314,66.0,Used,Red,Part leather,3.0,5.0,Automatic,1.4,4.0,1165.0,front,Diesel,4.0,4.0,4.0,104.0,19.0,5.0,4.0,16.0,
Sedans,17890,,Audi,A1,1.6,63500.0,2.83013698630137,85.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.6,4.0,,front,Diesel,3.8,3.8,3.8,99.0,16.0,5.0,3.0,14.0,7.0
Sedans,17900,,Audi,A1,1.4,37702.0,2.5013698630136987,93.0,Used,Blue,,3.0,4.0,Automatic,1.4,,,,Gasoline,,,,,11.0,3.0,1.0,11.0,
Sedans,17900,VAT deductible,Audi,A1,1.4,40164.0,2.0821917808219177,66.0,Used,Grey,Cloth,5.0,4.0,Automatic,1.4,3.0,1220.0,front,Diesel,3.8,3.8,3.8,101.0,18.0,6.0,2.0,16.0,7.0
Sedans,16900,,Audi,A1,1.0,47750.0,3.5013698630136987,71.0,Used,White,,5.0,5.0,Automatic,1.0,,,,Gasoline,,,,,10.0,3.0,2.0,10.0,
Compact,16890,VAT deductible,Audi,A1,1.4,39600.0,3.7534246575342465,92.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,,,Gasoline,5.2,5.2,5.2,123.0,13.0,6.0,2.0,11.0,7.0
Sedans,16890,VAT deductible,Audi,A1,1.0,29200.0,3.8328767123287673,70.0,Used,Red,Cloth,5.0,4.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,15.0,5.0,1.0,12.0,7.0
Sedans,16880,,Audi,A1,1.0,32103.0,3.8328767123287673,70.0,Used,Grey,Cloth,5.0,4.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,13.0,1.0,1.0,12.0,7.0
Compact,16880,,Audi,A1,1.0,19700.0,2.5013698630136987,70.0,Used,Red,Cloth,4.0,4.0,Automatic,1.0,,,,Gasoline,4.4,4.4,4.4,10.0,14.0,7.0,2.0,12.0,
Compact,16880,VAT deductible,Audi,A1,1.0,6680.0,2.0,70.0,Used,Blue,Cloth,5.0,4.0,Automatic,1.0,3.0,,,Gasoline,4.4,4.4,4.4,104.0,13.0,6.0,3.0,13.0,8.0
Sedans,16880,VAT deductible,Audi,A1,1.4,49100.0,3.5863013698630137,92.0,Used,Grey,Cloth,3.0,4.0,Automatic,1.4,4.0,1155.0,front,Gasoline,5.1,5.1,5.1,121.0,12.0,3.0,4.0,10.0,6.0
Compact,16879,,Audi,A1,1.4,30348.0,3.6684931506849314,92.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1215.0,front,Gasoline,5.2,5.2,5.2,123.0,14.0,5.0,1.0,12.0,
Compact,16870,VAT deductible,Audi,A1,1.4,7680.0,2.5013698630136987,66.0,Used,Blue,Cloth,5.0,4.0,Automatic,1.4,,1195.0,,Diesel,4.1,4.1,4.1,109.0,15.0,6.0,2.0,10.0,
Sedans,16850,,Audi,A1,1.4,36400.0,3.5013698630136987,66.0,Used,Black,,3.0,4.0,Automatic,1.4,3.0,1195.0,,Diesel,4.0,4.0,4.0,104.0,16.0,7.0,3.0,18.0,7.0
Sedans,16840,,Audi,A1,1.4,49800.0,3.5863013698630137,92.0,Used,Blue,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.9,4.9,4.9,11.0,15.0,6.0,1.0,15.0,7.0
Compact,16830,VAT deductible,Audi,A1,1.4,50200.0,3.8328767123287673,92.0,Used,White,Cloth,2.0,4.0,Automatic,1.4,4.0,,front,Gasoline,4.9,4.9,4.9,11.0,16.0,7.0,5.0,14.0,
Sedans,16876,,Audi,A1,1.4,47500.0,3.5863013698630137,92.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1215.0,front,Gasoline,4.9,4.9,4.9,11.0,13.0,,1.0,11.0,
Compact,16820,VAT deductible,Audi,A1,1.0,24762.0,2.915068493150685,70.0,Used,Brown,Cloth,5.0,5.0,Automatic,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,104.0,15.0,7.0,3.0,12.0,
Sedans,16800,,Audi,A1,1.0,36236.0,3.9178082191780823,70.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.0,3.0,1135.0,front,Gasoline,5.1,5.1,5.1,114.0,9.0,4.0,2.0,8.0,5.0
Compact,16790,,Audi,A1,1.4,38831.0,3.6684931506849314,92.0,Used,Brown,Cloth,5.0,4.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,123.0,13.0,1.0,1.0,12.0,7.0
Sedans,16780,VAT deductible,Audi,A1,,18556.0,2.1671232876712327,66.0,Used,Black,Cloth,5.0,4.0,Automatic,1.4,3.0,1220.0,front,Diesel,3.7,3.7,3.7,97.0,14.0,7.0,,14.0,7.0
Compact,16530,VAT deductible,Audi,A1,1.6,36625.0,3.6684931506849314,85.0,Used,White,Part leather,5.0,4.0,Automatic,1.6,,,,Diesel,4.0,4.0,4.0,106.0,19.0,3.0,3.0,13.0,
Sedans,16500,,Audi,A1,1.4,25000.0,3.334246575342466,92.0,Used,Brown,,5.0,5.0,Automatic,1.4,4.0,1660.0,,Gasoline,4.9,4.9,4.9,11.0,7.0,1.0,,10.0,7.0
Sedans,16500,VAT deductible,Audi,A1,1.6,36041.0,2.6684931506849314,85.0,Used,Black,,5.0,5.0,Automatic,1.6,4.0,1275.0,front,Diesel,4.0,4.0,4.0,105.0,3.0,6.0,,13.0,7.0
