price,Nr_of_Doors3,Comfort_point3,Nr_of_Seats3,Safety_point3,Entertainment_point3,age3,Extras_point3,Gears3,Cylinders3,Consump_country3,Consump_city3,Consump_comb3,CO2_Emission3,Weight3,hp3,km3,make3_Audi,make3_Opel,make3_Renault,model3_A1,model3_A2,model3_A3,model3_Astra,model3_Clio,model3_Corsa,model3_Duster,model3_Espace,model3_Insignia,Gearing_Type3_Automatic,Gearing_Type3_Manual,Gearing_Type3_Semi-automatic,Fuel3_Diesel,Fuel3_Electric,Fuel3_Gasoline,Fuel3_LPG/CNG,Type3_Demonstration,Type3_Employee's car,Type3_New,Type3_Pre-registered,Type3_Used,body_type3_Compact,body_type3_Convertible,body_type3_Coupe,body_type3_Off-Road,body_type3_Other,body_type3_Sedans,body_type3_Station wagon,body_type3_Transporter,body_type3_Van,Body_Color3_Beige,Body_Color3_Black,Body_Color3_Blue,Body_Color3_Bronze,Body_Color3_Brown,Body_Color3_Gold,Body_Color3_Green,Body_Color3_Grey,Body_Color3_Orange,Body_Color3_Red,Body_Color3_Silver,Body_Color3_Violet,Body_Color3_White,Body_Color3_Yellow,Upholstery3_Cloth,Upholstery3_Full leather,Upholstery3_Part leather,vat3_Price negotiable,vat3_VAT deductible,Drive_chain3_4WD,Drive_chain3_front,Drive_chain3_rear
22980,5.0,15.0,5.0,10.0,5.0,1.5863013698630135,1.0,7.0,4.0,5.6,5.6,5.6,129.0,1229.0,141.0,7987.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
23880,4.0,17.0,5.0,14.0,8.0,1.082191780821918,2.0,6.0,3.0,4.8,4.8,4.8,110.0,1200.0,85.0,6100.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
23880,4.0,14.0,5.0,14.0,4.0,1.0,2.0,6.0,3.0,4.8,4.8,4.8,110.0,1180.0,85.0,3000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
22950,5.0,9.0,4.0,11.0,2.0,1.4191780821917808,1.0,7.0,3.0,4.4,4.4,4.4,103.0,1065.0,71.0,20605.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
23540,4.0,15.0,4.0,13.0,6.0,0.757361351243516,3.0,6.0,3.0,4.8,4.8,4.8,110.0,1229.0,85.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
23500,5.0,6.0,4.0,13.0,6.0,1.4191780821917808,1.0,7.0,4.0,3.7,3.7,3.7,97.0,1229.0,85.0,20700.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
16100,5.0,11.0,5.0,12.0,2.0,1.6684931506849314,2.0,5.0,4.0,3.7,3.7,3.7,98.0,1250.0,85.0,22210.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16261,4.0,17.0,5.0,14.0,8.0,1.4191780821917808,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,26749.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16000,5.0,5.0,4.0,15.0,2.0,1.3342465753424655,3.0,5.0,3.0,4.2,4.2,4.2,97.0,1135.0,70.0,12000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16249,3.0,7.0,4.0,7.0,1.0,1.501369863013699,1.0,5.0,3.0,4.4,4.4,4.4,93.0,1110.0,60.0,16066.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16240,5.0,14.0,5.0,11.0,7.0,1.7534246575342465,3.0,6.0,3.0,4.2,4.2,4.2,98.0,1229.0,60.0,10840.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16370,5.0,12.0,4.0,11.0,6.0,1.4191780821917808,4.0,5.0,3.0,4.4,4.4,4.4,117.0,1229.0,60.0,6381.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16000,5.0,4.0,4.0,10.0,4.0,1.7534246575342465,3.0,5.0,4.0,3.8,3.8,3.8,99.0,1250.0,85.0,19000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
16370,5.0,13.0,4.0,11.0,7.0,1.6684931506849314,4.0,5.0,3.0,4.4,4.4,4.4,117.0,1229.0,60.0,6141.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16400,5.0,8.0,5.0,10.0,1.0,1.7534246575342465,1.0,5.0,3.0,4.3,4.3,4.3,98.0,1580.0,70.0,24336.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16400,5.0,6.0,5.0,11.0,1.0,1.8301369863013703,1.0,5.0,4.0,3.7,3.7,3.7,98.0,1695.0,85.0,10703.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16400,5.0,9.0,4.0,12.0,3.0,1.9150684931506852,1.0,6.0,3.0,4.4,4.4,4.4,104.0,1285.0,70.0,33360.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16380,5.0,14.0,5.0,10.0,6.0,1.9150684931506852,2.0,5.0,3.0,5.1,5.1,5.1,114.0,1229.0,70.0,11900.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16390,5.0,14.0,4.0,12.0,8.0,1.4191780821917808,4.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,70.0,23800.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16390,5.0,17.0,5.0,13.0,8.0,1.4191780821917808,3.0,5.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,22100.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.501369863013699,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,19181.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.4191780821917808,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,26619.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.4191780821917808,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,20321.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16430,5.0,16.0,4.0,14.0,6.0,1.8301369863013703,3.0,6.0,3.0,4.1,4.1,4.1,109.0,1345.0,66.0,10784.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16430,5.0,17.0,4.0,15.0,8.0,1.5863013698630135,5.0,5.0,3.0,4.1,4.1,4.1,107.0,1195.0,66.0,24193.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16440,5.0,17.0,5.0,14.0,8.0,1.4191780821917808,3.0,5.0,3.0,4.1,4.1,4.1,109.0,1195.0,66.0,22680.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16430,5.0,17.0,4.0,15.0,8.0,1.4191780821917808,5.0,5.0,3.0,4.1,4.1,4.1,107.0,1195.0,66.0,26512.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16430,5.0,17.0,4.0,14.0,6.0,1.4191780821917808,3.0,6.0,3.0,4.1,4.1,4.1,109.0,1195.0,66.0,23528.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16440,5.0,14.0,4.0,8.0,3.0,1.7534246575342465,2.0,5.0,3.0,4.4,4.4,4.4,104.0,1135.0,70.0,20600.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16430,5.0,17.0,4.0,15.0,8.0,1.4191780821917808,5.0,5.0,3.0,4.1,4.1,4.1,107.0,1195.0,66.0,26731.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16430,5.0,17.0,5.0,15.0,8.0,1.3342465753424655,5.0,5.0,3.0,4.1,4.1,4.1,107.0,1195.0,66.0,20413.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16470,5.0,17.0,5.0,14.0,5.0,1.4191780821917808,3.0,6.0,3.0,4.1,4.1,4.1,109.0,1229.0,66.0,22664.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16405,5.0,17.0,5.0,14.0,8.0,1.9150684931506852,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,19894.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16472,4.0,16.0,5.0,13.0,7.0,1.4191780821917808,4.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,60.0,3053.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16470,5.0,16.0,4.0,13.0,5.0,1.5863013698630135,3.0,6.0,3.0,4.4,4.4,4.4,104.0,1285.0,70.0,5907.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
16470,5.0,17.0,4.0,14.0,5.0,1.4191780821917808,3.0,6.0,3.0,4.1,4.1,4.1,109.0,1345.0,66.0,20407.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16450,4.0,15.0,5.0,13.0,7.0,1.3342465753424655,3.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,70.0,7500.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16450,4.0,14.0,4.0,12.0,6.0,1.501369863013699,3.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,70.0,25468.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16450,4.0,17.0,5.0,13.0,7.0,1.501369863013699,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,17671.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16450,4.0,14.0,5.0,13.0,3.0,1.501369863013699,4.0,6.0,3.0,4.4,4.4,4.4,117.0,1229.0,70.0,8100.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16450,5.0,15.0,5.0,13.0,7.0,1.4191780821917808,3.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,60.0,7478.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16448,4.0,14.0,5.0,14.0,7.0,1.5863013698630135,4.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,70.0,9647.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.7534246575342465,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,26307.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16390,4.0,17.0,5.0,16.0,8.0,1.4191780821917808,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,26700.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.9150684931506852,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,23934.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.8301369863013703,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,26596.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.9150684931506852,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,23987.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.8301369863013703,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,22511.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.9150684931506852,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,25542.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.7534246575342465,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,26475.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.5863013698630135,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,27763.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,17.0,5.0,14.0,8.0,1.5863013698630135,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1195.0,66.0,29884.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16445,5.0,16.0,5.0,13.0,7.0,1.4191780821917808,3.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,70.0,12494.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
15990,2.0,4.0,4.0,7.0,1.0,1.2493150684931509,3.0,5.0,3.0,4.4,4.4,4.4,104.0,1110.0,60.0,1001.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16100,5.0,12.0,5.0,12.0,2.0,1.7534246575342465,2.0,5.0,3.0,4.3,4.3,4.3,98.0,1135.0,70.0,23687.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15990,5.0,15.0,5.0,13.0,6.0,1.5863013698630135,4.0,6.0,3.0,4.2,4.2,4.2,97.0,1229.0,60.0,8900.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
15990,5.0,17.0,5.0,14.0,6.0,1.5863013698630135,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,26800.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
15990,4.0,14.0,5.0,12.0,8.0,1.7534246575342465,4.0,6.0,3.0,5.1,5.1,5.1,114.0,1229.0,70.0,26212.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
15990,5.0,17.0,5.0,15.0,8.0,1.501369863013699,5.0,6.0,3.0,4.1,4.1,4.1,109.0,1229.0,66.0,17922.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
15990,5.0,17.0,5.0,13.0,8.0,1.4191780821917808,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,26600.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16360,5.0,11.0,5.0,10.0,5.0,1.6684931506849314,1.0,5.0,3.0,5.1,5.1,5.1,114.0,1229.0,70.0,9999.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16321,4.0,17.0,5.0,14.0,8.0,1.501369863013699,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,22212.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16321,4.0,17.0,5.0,14.0,8.0,1.4191780821917808,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,24909.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16300,3.0,16.0,4.0,14.0,5.0,1.4191780821917808,2.0,5.0,3.0,3.6,3.6,3.6,94.0,1229.0,66.0,7756.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
16300,5.0,7.0,5.0,10.0,1.0,1.7534246575342465,1.0,5.0,3.0,4.3,4.3,4.3,98.0,1580.0,70.0,25800.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16370,5.0,13.0,4.0,11.0,6.0,1.501369863013699,4.0,5.0,3.0,4.4,4.4,4.4,117.0,1229.0,60.0,4100.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16300,5.0,7.0,5.0,10.0,1.0,1.5863013698630135,1.0,5.0,3.0,4.3,4.3,4.3,98.0,1580.0,70.0,16147.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16300,5.0,7.0,5.0,10.0,1.0,1.7534246575342465,1.0,5.0,3.0,4.3,4.3,4.3,98.0,1580.0,70.0,17442.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16290,5.0,17.0,5.0,13.0,7.0,1.4191780821917808,2.0,5.0,3.0,3.9,3.9,3.9,117.0,1205.0,66.0,26292.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16290,4.0,17.0,5.0,13.0,7.0,1.4191780821917808,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,26738.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16280,5.0,14.0,4.0,9.0,3.0,1.7534246575342465,3.0,5.0,3.0,4.4,4.4,4.4,104.0,1135.0,70.0,10600.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16261,4.0,17.0,5.0,14.0,8.0,1.501369863013699,4.0,6.0,3.0,3.9,3.9,3.9,117.0,1229.0,66.0,26077.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
